Report generated on: 11-03-2021 14:09:38,,,,,petroleum and other liquids CO2 emissions (MMtonnes CO2),,,,,,,,,,,,,,,,,,,,,,,,,
,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Timor-Leste,--,--,--,--,--,--,--,--,--,--,--,--,--,0.3,0.3,0.3,0.3,0.341776221,0.4,0.2,0.253427,0.262934,0.3110748,0.4694018,0.5390538,0.5286017,0.516702681,0.52698616,0.53420808,
        Togo,0.6,1,0.7,0.5,0.6,0.6,0.6,0.7,0.7,1,1.4,1,1.3,2.2,2.3,2.3,2.3,2.404786583,2.7,1.3,2.4,2.157818023,1.876674514,1.991649939,2.099288991,2.283574336,2.278830625,2.354466416,1.887044,
        Tonga,0.08743,0.09762,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.18639073,0.2,0.2,0.129139232,0.122132704,0.125264058,0.123492205,0.132212561,0.13618498,0.144218035,0.174031795,0.149497222,
        Trinidad and Tobago,2.4,2.5,3.1,2.8,3.2,3,2.9,3.1,3,3.2,3.5,4,4,4.7,4.9,5.1,5.2,4.2,5.1,5.4,5.9,6.826534589,6.306655204,7.459268185,6.881052002,7.543264,7.853618,6.74425,5.967772,
        Tunisia,9.2,9.9,10,11,11,9.9,10,11,11,12,12,12,12,12,12,12,12,11.8,12,12,11,10.97389159,11.05624314,12.09667591,13.0028335,13.90349811,13.10189413,14.347276,14.472757,
        Turkey,74.689544,71.747476,76.212933,85.035136,83.161736,92.504346,94.977882,92.966359,90.901869,91.24116,96.180987,90.832461,97.530433,94.543856,95.917207,90.423548,90.688903,91.160845,88.985007,96.594711,90.246231,87.883198,102.333119,116.753435,121.674566,147.708178,162.53594,169.609763,164.261863,162.427961
        Turkmenistan,--,--,11,9.9,8.8,8.5,8.6,10,9,8.1,9.4,11,12,13,15,14,14,13.7,16,13,16.39243356,16.89153389,17.75656995,18.9971677,20.66469206,20.121643,19.998859,20.036154,20.180266,
        Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01661,0.01284,0.01284,0.01284,0.01284,0.01238,0.073110024,0.07776,0.2,0.2,0.1907218,0.1907218,0.192311149,0.206615284,0.212939,0.220254,0.23745,0.23745,
        Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        U.S. Pacific Islands,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.333994724,0.3,0.3,0.352942211,0.301108386,0.30193334,0.301108386,0.301108386,0.301108386,0.301037996,0.301545627,0.301545627,
        U.S. Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        U.S. Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Uganda,0.8,0.9,1,1,1,1,1,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.6,1.7,1.9,1.90638211,2,3.3,3.4,3.899274398,3.609873639,3.845916221,4.637705422,4.635478,4.803325,5.331004135,4.874083337,
        Ukraine,--,--,117,87,75,73,57,53,52,41,38,44,40,45,46,49,51,45.3,47,40,41.54257807,39.74844671,35.88368427,32.40670092,32.97217813,30.581037,32.48904198,35.979782,31.462046,
        United Arab Emirates,40,50,50,51,51,52,50,52,54,55,66.479448,75.63785899,72.25353947,73.87893371,78.06909104,81.33383758,87.17321858,91.04992593,97.7432112,94.1006947,97.7703635,106.1358477,108.4958967,116.0780656,113.2247467,132.0624491,133.3167293,127.1116043,126.4208382,
        United Kingdom,271.8076731,274.1075812,276.0166261,276.7053839,273.7034596,272.0298659,281.7085239,274.8362358,273.1705444,274.7340061,267.1466621,259.2125298,255.8211049,261.2025866,267.462174,271.3973434,273.0525878,261.2389358,258.6588703,247.8556704,244.1373638,237.4197242,234.0349089,227.856586,226.7893308,231.8938282,238.6173801,241.2723626,238.1702454,233.9816974
        United States,2193.009457,2140.02871,2189.079639,2193.360427,2233.813567,2224.705745,2309.964354,2329.212659,2374.934918,2434.167829,2465.840302,2485.052521,2482.466597,2527.102867,2616.30221,2632.902653,2597.663828,2586.435958,2423.104192,2284.160584,2306.513957,2258.366008,2199.75183,2228.540171,2259.002892,2298.376374,2321.236071,2338.489951,2383.784273,2378.127441
        Uruguay,4.5,4.2,4.5,4.9,4.6,4.7,4.9,5.2,6.4,7.2,6.4,4.9,5.3,5.4,5.8,6.1,7.1,6.325353089,7.9,9,8,9.003476565,9.694491105,8.375809357,7.391314463,7.96079,7.787974,6.794538,7.203262,
        Uzbekistan,--,--,29,27,26,28,22,21,22,22,21,21,22,22,22,21,21,16.8462703,22,14,11.19842852,10.30653974,9.213311808,8.652019567,8.097351016,10.646069,11.041074,11.007929,11.797742,
        Vanuatu,0.1,0.09619,0.06518,0.06519,0.06521,0.06516,0.06515,0.06514,0.06513,0.06513,0.08424,0.08421,0.09057,0.09055,0.09395,0.1,0.09691,0.108370295,0.1,0.1,0.160800606,0.187230597,0.153786281,0.1478844,0.169027841,0.157678799,0.160785748,0.178455175,0.232290352,
        Venezuela,54,54,56,55,57,61,59,59,59,61,64,71,74,73,74,79,85,79.36021359,93,93,98.232904,90.03049,105.161649,95.553811,99.148415,91.6017,93.005379,84.943174,76.804951,
        Vietnam,7.8,8.4,9.4,12,13,14,18,19,20,24,26,26,30,32,36,36,36,40,41,41,47.22085763,50.00207501,50.3011409,50.42567368,49.55498927,57.025181,61.563063,63.146675,65.816659,
        Wake Island,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.293315626,1.3,1.3,1.295447529,1.297896871,1.301452752,1.297896871,1.297896871,1.297896871,1.298108468,1.307125053,1.307125053,
        Western Sahara,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.231011921,0.3,0.3,0.3,0.267664006,0.260806065,0.26892239,0.2684852,0.270403,0.269783,0.258763816,0.258763816,
        Yemen,11,12,12,10,9.9,11,11,11,11,12,13,14,15,17,17,17,19,18.6,23,20,22,18.55858838,15.66119561,21.455366,20.888499,9.957683,8.371222,8.15101,7.888358,
        Zambia,2,1.7,2,1.6,1.6,1.6,1.7,1.7,1.8,1.7,1.6,1.8,1.8,1.9,2,2.1,2.2,2.052323624,2.2,2,2,2.283313133,2.694184804,2.829693214,3.248111028,3.551921,3.418348,3.795672,4.249168,
        Zimbabwe,3,3.2,2.9,3.3,3.3,3.6,4.1,4.4,4.5,4.6,3.8,3.5,3.3,3,2,2.3,2.1,1.928691297,1.9,1.9,1.9,3.435481281,3.770723204,4.3327452,3.933601322,4.090398,3.536959,3.514915324,4.346434784,
