,Country,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
153,Tunisia,TUN,19.19,20.24,20.98,22.55,22.54,23.220000000000002,24.71,25.41,26.79,28.23,29.810000000000002,30.799999999999997,31.09,31.41,32.29,32.88,33.72,34.47,34.58,35.13,37.76,35.960000000000015,37.01,36.970000000000006,39.4,40.11999999999998,39.25,40.73
154,Turkey,TUR,184.8,187.26,194.75,201.26,196.44,211.02000000000004,228.73,237.85999999999999,239.06,238.96000000000004,262.95,232.36999999999998,242.67,254.55,260.87,273.38,277.77,307.69,306.25,309.77,319.55,332.17,346.19999999999993,337.43,362.28,369.08,396.03,437.8999999999999
155,Uganda,UGA,40.5,41.05,41.38,41.82,41.57,42.34,42.54,43.54,46.0,45.35,45.4,44.029999999999994,47.42999999999999,50.89000000000001,51.669999999999995,54.9,57.040000000000006,57.94,66.31,67.74999999999999,69.9,71.59,73.80000000000001,75.09,76.67,79.22,81.13,82.13999999999999
156,Ukraine,UKR,874.8,829.21,739.35,650.28,554.99,524.41,460.0899999999999,435.61,407.75,404.08,385.49,408.78,417.07000000000005,443.02,407.79,388.56,396.22,405.51,392.02,332.08,348.29,386.55999999999995,377.2200000000001,360.98999999999995,331.86999999999995,282.18999999999994,283.6499999999999,257.61
157,United Arab Emirates,ARE,68.52,75.06,73.63,76.57,83.17,89.59,94.89999999999999,102.66999999999999,107.19999999999999,111.5,112.15000000000002,127.32,131.54,139.26,147.97,156.65,162.74,174.06,199.68,201.86,208.37,214.41999999999996,226.35,237.42000000000002,239.81,252.64,259.43,269.6
158,United Kingdom,GBR,758.02,771.74,748.79,731.6399999999999,721.61,711.79,732.9,710.09,706.01,679.28,679.49,687.32,668.24,677.13,670.79,664.45,661.66,645.66,624.23,568.83,581.81,538.09,559.8000000000001,541.18,500.95,485.07000000000005,462.80999999999995,449.0799999999999
159,United States,USA,5669.57,5627.93,5709.22,5819.3,5906.34,5970.68,6069.33,6302.62,6345.71,6365.58,6495.09,6439.579999999999,6321.63,6353.21,6500.25,6477.62,6388.91,6601.15,6267.37,5865.85,6111.83,6235.82,5936.1,6056.33,6097.709999999999,5973.160000000001,5833.01,5766.92
160,Uruguay,URY,3.2500000000000004,4.869999999999999,6.48,7.020000000000001,6.909999999999999,7.110000000000001,8.39,8.06,7.64,8.65,6.76,18.03,18.36,19.270000000000003,21.21,21.52,18.050000000000004,17.01,19.640000000000004,19.17,16.64,27.160000000000007,27.820000000000004,26.939999999999994,26.340000000000003,26.159999999999993,26.52,25.540000000000006
161,Uzbekistan,UZB,196.29,199.02,188.83,220.73,198.17000000000002,189.41999999999996,191.87999999999997,186.36,197.34,204.19000000000003,223.94999999999996,227.97,231.79,226.77999999999997,229.27,226.32000000000002,250.41,248.41,257.90000000000003,231.69,237.07,225.94,213.95,216.53,209.67000000000002,206.45,213.32999999999998,218.55
162,Vanuatu,VUT,0.4700000000000002,0.4799999999999999,0.4999999999999998,0.5299999999999998,0.5400000000000003,0.5400000000000001,0.5699999999999996,0.5699999999999997,0.5700000000000003,0.5799999999999996,0.5600000000000003,0.5600000000000003,0.5499999999999996,0.5800000000000003,0.5600000000000003,0.58,0.5799999999999993,0.6999999999999991,0.6999999999999995,0.7000000000000005,0.709999999999999,0.7500000000000031,0.7499999999999959,0.7499999999999964,0.8099999999999973,0.8100000000000006,0.8400000000000023,0.8399999999999997
163,Venezuela,VEN,303.14,304.92,308.93,315.26,318.02,326.54,331.0,337.59,339.2,332.3,341.31,373.7,352.91,368.9,350.27,369.61,254.28999999999996,263.92,265.49,261.47,291.82,323.3,343.48999999999995,373.6099999999999,359.46,352.14,352.0799999999999,338.14
164,Vietnam,VNM,25.63,28.49,31.0,37.69,43.31000000000001,49.46,56.03000000000001,63.79999999999998,75.0,78.24,86.24,118.02,135.41,141.61,159.76000000000002,169.64,184.78,200.5,209.45,231.71,251.16,235.76,237.24,249.25,263.12,306.26,320.67,319.53999999999996
165,Zambia,ZMB,485.42999999999995,484.9599999999999,484.28,483.0,481.44000000000005,478.95,444.46,405.5400000000001,411.87,371.45,412.78,402.1,453.14,474.67,488.42,565.61,482.2799999999999,452.65,471.05,412.65000000000003,460.49000000000007,432.46,455.2099999999999,468.3199999999999,440.83,473.3,495.1700000000001,495.99
166,Zimbabwe,ZWE,71.09999999999998,71.4,72.21,68.67,68.41,68.26,69.62,68.79,70.11,72.41,69.58,71.41,67.5,64.7,64.84,65.03,63.91,64.46,62.83,63.72999999999999,66.75,67.43,67.68000000000002,67.64,66.25,67.59,66.15999999999998,66.53
